Kredi Başvuru No,Müşteri No,Bakmakla Yükümlü Sayısı,Eğitim Durumu,Serbest Çalışan mı,Yıllık Gelir,Talep Edilen Kredi Tutarı,Kredi Vadesi (Ay),Kredi Notu,Konut Varlık Değeri,Ticari Varlık Değeri,Lüks Varlık Değeri,Banka Varlık Değeri,Kredi Kararı,Başvuru Tarihi
2299,654,2,Lise Mezunu,Evet,4400000,13900000,6,810,13200000,4200000,15000000,5200000,Onaylandı,2024-02-22
2300,698,2,Lise Mezunu,Hayır,900000,2000000,14,337,1700000,0,2100000,600000,Reddedildi,2024-12-09
2301,329,1,Lisans Mezunu,Hayır,9800000,26900000,18,792,15900000,14100000,25200000,11900000,Onaylandı,2024-10-22
2302,332,4,Lise Mezunu,Hayır,600000,1600000,6,784,300000,100000,1900000,500000,Onaylandı,2025-05-24
2303,948,5,Lisans Mezunu,Evet,9700000,30100000,12,434,19600000,17900000,21000000,6900000,Reddedildi,2024-07-06
2304,523,2,Lisans Mezunu,Evet,8400000,32600000,10,384,13900000,1600000,21600000,7000000,Reddedildi,2025-02-06
2305,711,1,Lisans Mezunu,Hayır,8300000,24900000,10,642,11500000,15400000,21600000,5800000,Onaylandı,2024-07-09
2306,841,4,Lisans Mezunu,Hayır,7900000,29900000,8,314,22000000,4600000,26000000,8100000,Reddedildi,2025-01-17
2307,609,1,Lise Mezunu,Hayır,8600000,25900000,2,606,3700000,14900000,32700000,12200000,Onaylandı,2024-12-24
2308,629,5,Lise Mezunu,Evet,6700000,17600000,14,843,12700000,200000,19500000,5600000,Onaylandı,2025-06-15
2309,873,0,Lisans Mezunu,Hayır,2700000,7400000,10,778,6800000,800000,5600000,2800000,Onaylandı,2025-03-31
2310,336,0,Lise Mezunu,Hayır,6600000,25600000,8,718,12600000,12200000,21700000,9000000,Onaylandı,2024-11-25
2311,157,1,Lisans Mezunu,Evet,7100000,20800000,20,437,9600000,7300000,24700000,8800000,Reddedildi,2024-07-12
2312,87,5,Lisans Mezunu,Evet,300000,700000,10,586,0,400000,1000000,100000,Onaylandı,2025-01-30
2313,889,2,Lisans Mezunu,Hayır,2200000,7000000,6,777,6100000,400000,4400000,3300000,Onaylandı,2024-06-28
2314,734,1,Lisans Mezunu,Evet,8700000,31700000,12,525,7800000,10200000,30300000,6100000,Reddedildi,2025-08-18
2315,320,4,Lisans Mezunu,Hayır,7200000,23100000,12,632,4600000,8500000,19400000,4400000,Onaylandı,2024-07-07
2316,397,0,Lise Mezunu,Hayır,2000000,4800000,20,337,1300000,2200000,5500000,1700000,Reddedildi,2024-10-16
2317,99,4,Lisans Mezunu,Evet,8600000,27900000,8,458,22400000,1800000,34000000,11700000,Reddedildi,2024-06-02
2318,422,2,Lisans Mezunu,Evet,2300000,5400000,8,364,4500000,500000,7000000,2000000,Reddedildi,2024-09-30
2319,457,2,Lise Mezunu,Evet,9600000,29800000,16,499,28500000,6300000,31800000,7400000,Reddedildi,2024-06-30
2320,767,2,Lisans Mezunu,Evet,1900000,6500000,16,887,2000000,1200000,4500000,1700000,Onaylandı,2024-03-21
2321,578,1,Lisans Mezunu,Hayır,2100000,6300000,16,882,3900000,2200000,7700000,2900000,Onaylandı,2025-10-17
2322,418,1,Lise Mezunu,Evet,3900000,8700000,8,817,900000,2500000,10700000,2100000,Onaylandı,2024-09-11
2323,305,5,Lise Mezunu,Evet,200000,300000,10,704,500000,100000,800000,200000,Onaylandı,2025-05-25
2324,9,1,Lise Mezunu,Evet,1900000,4500000,12,742,1200000,2000000,4400000,1200000,Onaylandı,2025-09-10
2325,684,0,Lise Mezunu,Evet,3200000,11600000,4,393,4700000,300000,8000000,3100000,Onaylandı,2025-10-31
2326,490,0,Lise Mezunu,Hayır,1100000,4300000,18,828,700000,800000,2900000,900000,Onaylandı,2024-11-24
2327,765,5,Lisans Mezunu,Evet,8000000,21500000,12,779,2600000,15100000,29800000,10400000,Onaylandı,2024-06-17
2328,508,4,Lisans Mezunu,Evet,6100000,21700000,6,860,13900000,900000,14100000,5600000,Onaylandı,2024-02-03
2329,37,5,Lisans Mezunu,Hayır,3200000,10600000,2,432,6500000,3700000,11200000,3700000,Onaylandı,2025-05-10
2330,301,4,Lisans Mezunu,Evet,9000000,30400000,20,532,21000000,7400000,30500000,13100000,Reddedildi,2025-10-14
2331,757,0,Lise Mezunu,Evet,1200000,3200000,2,678,1500000,1000000,3400000,900000,Onaylandı,2024-05-28
2332,941,3,Lisans Mezunu,Hayır,7900000,27000000,6,601,17700000,7800000,27600000,11500000,Onaylandı,2025-05-28
2333,411,3,Lisans Mezunu,Evet,7700000,23100000,8,807,2900000,9800000,20400000,7000000,Onaylandı,2025-08-04
2334,958,2,Lise Mezunu,Hayır,4400000,16500000,16,879,7800000,7500000,10300000,5400000,Onaylandı,2025-10-31
2335,974,1,Lise Mezunu,Hayır,3100000,11200000,18,665,2000000,5400000,12000000,2500000,Onaylandı,2024-06-22
2336,171,5,Lise Mezunu,Evet,2600000,9300000,16,697,5100000,1200000,7700000,3700000,Onaylandı,2024-10-31
2337,612,4,Lisans Mezunu,Hayır,5500000,21700000,14,867,5000000,8700000,15200000,3100000,Onaylandı,2025-06-02
2338,492,1,Lisans Mezunu,Hayır,5700000,15500000,8,544,10500000,8700000,20900000,7000000,Reddedildi,2025-07-02
2339,954,5,Lisans Mezunu,Hayır,6100000,20700000,20,482,9400000,2000000,16900000,5900000,Reddedildi,2024-02-28
2340,10,2,Lisans Mezunu,Hayır,8200000,22500000,18,857,13400000,14300000,28400000,8400000,Onaylandı,2025-07-06
2341,190,1,Lisans Mezunu,Hayır,6000000,21200000,12,549,17900000,8200000,16900000,6200000,Reddedildi,2024-04-01
2342,344,1,Lisans Mezunu,Evet,8000000,30600000,10,720,23700000,8500000,24900000,9700000,Onaylandı,2024-08-13
2343,93,4,Lise Mezunu,Hayır,2000000,4800000,8,302,1500000,800000,4000000,2600000,Reddedildi,2024-03-13
2344,343,5,Lisans Mezunu,Evet,1300000,2900000,12,669,400000,1700000,3900000,1800000,Onaylandı,2024-04-29
2345,266,1,Lisans Mezunu,Hayır,7000000,27100000,6,591,6700000,12200000,21500000,4900000,Onaylandı,2025-10-13
2346,894,3,Lisans Mezunu,Hayır,4100000,15300000,6,440,7500000,5100000,8200000,2000000,Reddedildi,2025-06-22
2347,743,3,Lisans Mezunu,Hayır,8000000,26200000,16,890,15800000,4300000,25000000,4000000,Onaylandı,2025-04-17
2348,169,4,Lise Mezunu,Hayır,8100000,28000000,8,663,8800000,11300000,26000000,5500000,Onaylandı,2024-01-08
2349,173,4,Lisans Mezunu,Evet,9500000,22600000,14,433,10000000,900000,23100000,13400000,Reddedildi,2025-03-10
2350,618,0,Lisans Mezunu,Hayır,9200000,22500000,10,317,14200000,17400000,28500000,10700000,Reddedildi,2024-03-16
2351,715,2,Lisans Mezunu,Hayır,3900000,14700000,16,360,2600000,200000,8300000,2900000,Reddedildi,2025-08-30
2352,290,1,Lisans Mezunu,Hayır,9100000,26200000,8,727,20800000,7100000,27800000,8900000,Onaylandı,2024-11-16
2353,428,3,Lisans Mezunu,Evet,3000000,8300000,4,685,2900000,5400000,11300000,3800000,Onaylandı,2025-08-29
2354,244,4,Lisans Mezunu,Hayır,2000000,4300000,8,373,2000000,2700000,7700000,2200000,Reddedildi,2024-11-20
2355,602,5,Lisans Mezunu,Hayır,6300000,14600000,8,469,13300000,10100000,24500000,3800000,Reddedildi,2025-03-31
2356,997,3,Lise Mezunu,Evet,4100000,10900000,8,548,8800000,5200000,13200000,4300000,Reddedildi,2024-05-20
2357,340,0,Lise Mezunu,Hayır,9800000,29400000,20,618,1200000,14600000,33800000,8300000,Onaylandı,2025-08-18
2358,498,2,Lisans Mezunu,Hayır,5200000,15400000,8,658,1200000,7500000,12800000,3200000,Onaylandı,2024-02-18
2359,558,3,Lisans Mezunu,Hayır,7600000,28700000,18,781,21300000,12400000,29600000,8000000,Onaylandı,2025-05-16
2360,178,3,Lise Mezunu,Hayır,9200000,35500000,2,715,11100000,11800000,19800000,11700000,Onaylandı,2024-11-12
2361,349,5,Lise Mezunu,Hayır,2200000,8100000,4,409,300000,0,4900000,2400000,Reddedildi,2024-01-08
2362,881,2,Lise Mezunu,Evet,8300000,20600000,10,504,100000,900000,33200000,6700000,Reddedildi,2025-10-10
2363,613,3,Lisans Mezunu,Evet,6100000,21600000,16,428,2900000,6100000,15100000,7200000,Reddedildi,2025-02-07
2364,647,2,Lisans Mezunu,Hayır,4500000,16600000,20,704,6400000,4200000,16900000,2400000,Onaylandı,2025-02-02
2365,159,3,Lise Mezunu,Hayır,6600000,18800000,12,834,18800000,9300000,13700000,4800000,Onaylandı,2025-04-30
2366,998,4,Lise Mezunu,Hayır,8900000,34900000,14,694,15400000,2800000,20600000,9100000,Onaylandı,2025-04-01
2367,94,4,Lisans Mezunu,Evet,3900000,13300000,20,453,9800000,500000,12300000,4700000,Reddedildi,2024-12-04
2368,739,3,Lisans Mezunu,Evet,8900000,35400000,14,404,22300000,7700000,26400000,5900000,Reddedildi,2024-01-23
2369,645,5,Lise Mezunu,Hayır,6400000,22300000,12,776,500000,9100000,24100000,5800000,Onaylandı,2025-10-16
2370,859,1,Lise Mezunu,Evet,9500000,28700000,16,526,24600000,4900000,31800000,6600000,Reddedildi,2025-10-13
2371,355,3,Lisans Mezunu,Evet,300000,1000000,8,641,700000,200000,1100000,200000,Onaylandı,2025-04-11
2372,336,5,Lise Mezunu,Hayır,4100000,12300000,6,582,10900000,6100000,14100000,3500000,Onaylandı,2024-10-08
2373,610,2,Lisans Mezunu,Hayır,8100000,20800000,18,778,4100000,15500000,16700000,10600000,Onaylandı,2025-08-10
2374,670,4,Lisans Mezunu,Hayır,9900000,28400000,10,763,23700000,12700000,35800000,5800000,Onaylandı,2024-01-04
2375,473,0,Lise Mezunu,Hayır,4800000,19000000,12,650,7000000,1000000,15600000,4800000,Onaylandı,2025-02-21
2376,699,0,Lisans Mezunu,Evet,2900000,9700000,2,820,6700000,1600000,9100000,3900000,Onaylandı,2025-10-21
2377,558,1,Lise Mezunu,Evet,3500000,13500000,12,824,8400000,3900000,11600000,4100000,Onaylandı,2024-11-22
2378,85,1,Lise Mezunu,Evet,4900000,12600000,4,718,11800000,7300000,11800000,3800000,Onaylandı,2024-07-06
2379,662,2,Lise Mezunu,Evet,5100000,13300000,14,313,5900000,7900000,18000000,3900000,Reddedildi,2024-02-25
2380,236,5,Lisans Mezunu,Hayır,7300000,26200000,10,751,1400000,12200000,26700000,10400000,Onaylandı,2024-01-18
2381,441,0,Lisans Mezunu,Evet,200000,300000,18,520,100000,300000,600000,100000,Reddedildi,2025-05-22
2382,740,2,Lisans Mezunu,Hayır,1400000,4700000,4,355,2100000,600000,4400000,1400000,Onaylandı,2024-06-20
2383,55,3,Lisans Mezunu,Evet,8700000,33600000,14,314,7700000,10000000,21700000,6200000,Reddedildi,2024-09-20
2384,568,1,Lise Mezunu,Evet,2800000,5900000,20,728,1000000,3200000,10300000,1400000,Onaylandı,2024-06-10
2385,324,3,Lisans Mezunu,Evet,9100000,30100000,14,564,26600000,7300000,22700000,8200000,Onaylandı,2024-01-18
2386,775,0,Lise Mezunu,Evet,6800000,15300000,14,699,19900000,2600000,13900000,8300000,Onaylandı,2025-03-15
2387,676,0,Lise Mezunu,Evet,5000000,17000000,6,624,6700000,6200000,15400000,5900000,Onaylandı,2024-08-14
2388,315,0,Lisans Mezunu,Evet,4400000,16800000,14,795,8700000,8700000,12600000,3400000,Onaylandı,2024-05-01
2389,874,5,Lise Mezunu,Evet,8400000,18600000,20,703,2500000,7100000,28800000,9500000,Onaylandı,2024-10-23
2390,410,4,Lisans Mezunu,Hayır,7800000,17300000,4,394,3600000,13100000,24300000,7200000,Reddedildi,2025-08-10
2391,751,4,Lisans Mezunu,Evet,4800000,9900000,14,779,5200000,9300000,18600000,2900000,Onaylandı,2024-01-22
2392,344,1,Lisans Mezunu,Hayır,3200000,8800000,4,405,1000000,2600000,10700000,3400000,Reddedildi,2025-05-13
2393,191,5,Lisans Mezunu,Evet,2300000,6700000,16,612,6700000,3300000,8800000,2000000,Onaylandı,2025-10-10
2394,873,5,Lise Mezunu,Evet,9200000,28100000,10,448,22300000,3300000,33200000,10700000,Reddedildi,2025-07-15
2395,499,2,Lise Mezunu,Evet,4700000,13700000,6,506,1300000,7900000,16700000,3500000,Reddedildi,2025-08-04
2396,572,0,Lise Mezunu,Evet,8000000,30400000,2,776,16600000,1400000,29100000,7800000,Onaylandı,2024-12-02
2397,977,1,Lisans Mezunu,Evet,2600000,8600000,6,730,800000,2900000,6000000,3100000,Onaylandı,2024-04-01
2398,490,3,Lise Mezunu,Hayır,200000,800000,20,730,0,300000,400000,300000,Onaylandı,2024-10-10
2399,4,5,Lisans Mezunu,Hayır,7300000,17200000,2,345,6100000,8400000,23200000,4900000,Reddedildi,2025-04-12
2400,844,4,Lise Mezunu,Hayır,3300000,11800000,2,847,7800000,2400000,12100000,3000000,Onaylandı,2024-07-14
2401,737,4,Lise Mezunu,Hayır,8300000,23300000,20,398,18500000,11500000,17100000,9900000,Reddedildi,2024-09-13
2402,626,5,Lise Mezunu,Evet,4100000,9600000,2,307,8800000,7800000,8500000,3100000,Reddedildi,2024-08-15
2403,191,1,Lise Mezunu,Hayır,7300000,23700000,16,852,9400000,6800000,22600000,8500000,Onaylandı,2025-08-25
2404,395,1,Lise Mezunu,Hayır,9300000,27500000,6,364,12200000,13800000,25300000,10800000,Reddedildi,2025-03-18
2405,188,2,Lisans Mezunu,Evet,4300000,15200000,12,552,3400000,2100000,12700000,4800000,Onaylandı,2024-05-16
2406,351,3,Lise Mezunu,Hayır,2600000,8100000,2,421,4200000,3100000,6200000,2500000,Onaylandı,2024-08-03
2407,778,5,Lisans Mezunu,Hayır,2900000,9800000,12,588,5900000,2300000,6800000,2900000,Onaylandı,2025-06-06
2408,182,2,Lisans Mezunu,Evet,900000,3500000,6,763,2300000,300000,2000000,600000,Onaylandı,2024-05-07
2409,989,3,Lise Mezunu,Evet,4900000,17500000,20,823,12600000,8700000,14300000,4800000,Onaylandı,2025-08-18
2410,753,0,Lisans Mezunu,Hayır,7700000,24800000,10,642,16800000,10700000,27400000,4500000,Onaylandı,2025-02-25
2411,357,1,Lisans Mezunu,Hayır,4700000,16800000,12,647,10400000,8300000,10600000,3400000,Onaylandı,2024-04-29
2412,232,5,Lise Mezunu,Hayır,3000000,8900000,20,886,2600000,1000000,10600000,2800000,Onaylandı,2024-11-06
2413,451,4,Lise Mezunu,Hayır,9700000,26200000,4,518,26200000,0,22500000,14000000,Reddedildi,2025-10-01
2414,684,0,Lisans Mezunu,Evet,6900000,26800000,20,515,10800000,2500000,16700000,8300000,Reddedildi,2025-04-09
2415,411,2,Lise Mezunu,Evet,3800000,12400000,8,340,1800000,2600000,9700000,2600000,Reddedildi,2025-04-19
2416,815,3,Lise Mezunu,Evet,600000,1700000,14,521,0,1000000,1700000,600000,Reddedildi,2024-12-02
2417,216,2,Lise Mezunu,Evet,1200000,2900000,12,330,400000,1600000,3800000,600000,Reddedildi,2024-08-18
2418,24,4,Lise Mezunu,Evet,7800000,26800000,2,474,8900000,11200000,18400000,5600000,Onaylandı,2024-08-03
2419,755,0,Lise Mezunu,Hayır,9000000,35100000,6,898,500000,16200000,20700000,9100000,Onaylandı,2024-06-09
2420,145,1,Lise Mezunu,Hayır,2800000,9100000,12,436,3600000,500000,7800000,3600000,Reddedildi,2024-04-01
2421,56,1,Lise Mezunu,Hayır,7800000,21300000,10,326,22800000,10700000,18500000,4500000,Reddedildi,2024-02-03
2422,819,4,Lisans Mezunu,Evet,4700000,9500000,18,876,11800000,6600000,18000000,4100000,Onaylandı,2025-09-26
2423,594,2,Lisans Mezunu,Hayır,4600000,17500000,20,597,11400000,6100000,14100000,4100000,Onaylandı,2024-01-04
2424,792,4,Lisans Mezunu,Hayır,5100000,16100000,14,436,11400000,2700000,13100000,6700000,Reddedildi,2024-02-06
2425,497,3,Lise Mezunu,Evet,6100000,22800000,18,640,16800000,7300000,19600000,6000000,Onaylandı,2024-12-25
2426,469,0,Lise Mezunu,Hayır,6000000,22900000,16,302,12200000,6500000,17700000,7100000,Reddedildi,2024-01-07
2427,855,2,Lise Mezunu,Hayır,8400000,23200000,16,476,15200000,5400000,18700000,8600000,Reddedildi,2025-05-10
2428,447,2,Lisans Mezunu,Hayır,9300000,22000000,14,393,4300000,3800000,28400000,13900000,Reddedildi,2024-12-11
2429,822,0,Lisans Mezunu,Hayır,4200000,10300000,10,506,9300000,4500000,12400000,6000000,Reddedildi,2025-05-01
2430,554,3,Lisans Mezunu,Hayır,9600000,37800000,10,418,6700000,5500000,34900000,11300000,Reddedildi,2025-01-18
2431,423,3,Lisans Mezunu,Hayır,5600000,13400000,6,865,14900000,9700000,12300000,6000000,Onaylandı,2024-01-03
2432,9,4,Lisans Mezunu,Hayır,7800000,28600000,2,703,500000,12400000,29500000,10500000,Onaylandı,2024-02-12
2433,862,2,Lisans Mezunu,Evet,4500000,12600000,2,568,6900000,3900000,17800000,2900000,Onaylandı,2025-03-01
2434,880,3,Lisans Mezunu,Hayır,2400000,5900000,2,425,1100000,500000,7400000,2500000,Reddedildi,2025-05-05
2435,226,0,Lise Mezunu,Hayır,3900000,11300000,12,305,5000000,5900000,8800000,2100000,Reddedildi,2025-03-25
2436,725,5,Lisans Mezunu,Evet,9600000,20600000,6,456,17300000,11000000,21700000,11600000,Reddedildi,2024-01-08
2437,781,4,Lise Mezunu,Hayır,900000,2600000,2,602,600000,800000,3200000,1000000,Onaylandı,2025-03-14
2438,734,3,Lisans Mezunu,Evet,1100000,3800000,20,814,1400000,1500000,3200000,1100000,Onaylandı,2024-08-07
2439,846,4,Lise Mezunu,Hayır,6400000,24900000,2,640,10000000,5700000,18700000,6300000,Onaylandı,2024-05-25
2440,561,2,Lisans Mezunu,Hayır,4600000,15000000,4,817,7200000,2400000,13000000,6600000,Onaylandı,2025-06-09
2441,502,4,Lisans Mezunu,Hayır,7600000,29800000,20,361,13800000,5800000,15300000,5900000,Reddedildi,2024-10-01
2442,601,5,Lise Mezunu,Hayır,6800000,20100000,14,839,1900000,600000,15600000,7500000,Onaylandı,2024-07-19
2443,730,5,Lisans Mezunu,Hayır,7100000,27000000,20,592,5100000,9600000,20200000,7600000,Onaylandı,2024-01-10
2444,950,4,Lise Mezunu,Evet,6700000,24700000,6,498,12900000,700000,18800000,8400000,Reddedildi,2025-06-19
2445,728,5,Lise Mezunu,Evet,5800000,12400000,6,847,5100000,9000000,14100000,7600000,Onaylandı,2024-12-30
2446,559,0,Lisans Mezunu,Evet,8600000,29400000,16,643,1000000,14100000,33000000,12300000,Onaylandı,2024-10-10
2447,894,0,Lisans Mezunu,Evet,3500000,10600000,4,389,8300000,4800000,9100000,2500000,Onaylandı,2024-10-15
2448,611,2,Lisans Mezunu,Evet,4800000,17500000,20,381,400000,6900000,13400000,7000000,Reddedildi,2024-02-08
2449,473,5,Lisans Mezunu,Evet,6100000,14400000,16,400,9200000,2800000,23800000,5600000,Reddedildi,2025-07-08
2450,641,5,Lisans Mezunu,Evet,5200000,12700000,16,718,11700000,100000,18100000,7200000,Onaylandı,2024-11-29
2451,518,5,Lise Mezunu,Evet,4100000,12400000,8,309,8200000,1000000,13000000,3300000,Reddedildi,2025-06-12
2452,795,5,Lise Mezunu,Hayır,3200000,7400000,2,838,2200000,2900000,10200000,3600000,Onaylandı,2024-03-09
2453,760,3,Lise Mezunu,Evet,7500000,21600000,14,678,8800000,12100000,20100000,11200000,Onaylandı,2025-02-20
2454,336,2,Lise Mezunu,Evet,1500000,4500000,14,826,3200000,1700000,4600000,1600000,Onaylandı,2025-02-23
2455,147,4,Lisans Mezunu,Evet,1200000,3100000,16,348,1200000,2200000,3500000,1700000,Reddedildi,2025-07-09
2456,760,1,Lisans Mezunu,Evet,8400000,19700000,6,476,24700000,16500000,31800000,12100000,Reddedildi,2025-06-03
2457,670,0,Lise Mezunu,Evet,7900000,26300000,8,666,4600000,9200000,18400000,11800000,Onaylandı,2024-02-02
2458,868,1,Lisans Mezunu,Evet,2100000,4300000,20,896,100000,2300000,7500000,2300000,Onaylandı,2025-02-21
2459,907,2,Lisans Mezunu,Hayır,2500000,7000000,20,547,800000,1200000,5200000,2300000,Reddedildi,2024-09-01
2460,8,2,Lise Mezunu,Evet,3700000,13900000,2,405,5900000,3200000,9100000,5500000,Onaylandı,2025-09-25
2461,456,5,Lisans Mezunu,Hayır,1100000,4000000,16,498,400000,100000,2300000,700000,Reddedildi,2024-12-20
2462,786,5,Lisans Mezunu,Hayır,6500000,24800000,8,779,7000000,9600000,15700000,8800000,Onaylandı,2024-03-18
2463,247,0,Lise Mezunu,Evet,8200000,31500000,8,403,11500000,8800000,19000000,6100000,Reddedildi,2025-07-06
2464,749,2,Lise Mezunu,Hayır,5000000,12400000,8,709,11300000,6800000,13300000,4200000,Onaylandı,2024-06-03
2465,257,1,Lise Mezunu,Hayır,1500000,6000000,6,507,2600000,2700000,4800000,1900000,Reddedildi,2025-01-08
2466,790,5,Lise Mezunu,Hayır,3700000,9100000,18,368,3400000,2400000,8400000,3300000,Reddedildi,2024-02-11
2467,712,3,Lisans Mezunu,Evet,4100000,14600000,16,760,4700000,6600000,14900000,3000000,Onaylandı,2024-07-02
2468,859,2,Lise Mezunu,Hayır,7200000,16800000,6,796,6600000,6100000,14400000,9800000,Onaylandı,2024-09-30
2469,350,1,Lisans Mezunu,Hayır,2000000,5000000,6,876,500000,2900000,5800000,1500000,Onaylandı,2025-07-13
2470,239,3,Lise Mezunu,Hayır,2000000,4700000,14,673,800000,3400000,5900000,1500000,Onaylandı,2025-08-31
2471,828,1,Lisans Mezunu,Evet,5100000,11500000,4,747,5000000,8900000,14100000,7000000,Onaylandı,2024-01-09
2472,56,1,Lise Mezunu,Hayır,6000000,13600000,12,589,9000000,300000,12600000,7100000,Onaylandı,2025-01-15
2473,131,1,Lisans Mezunu,Hayır,4900000,18100000,8,382,13600000,400000,15500000,2400000,Reddedildi,2024-06-02
2474,692,3,Lise Mezunu,Evet,900000,2300000,12,900,1300000,0,3300000,1100000,Onaylandı,2024-07-15
2475,586,1,Lisans Mezunu,Evet,7500000,25000000,18,628,3500000,2200000,21700000,4700000,Onaylandı,2025-03-16
2476,366,2,Lisans Mezunu,Hayır,6400000,25000000,12,667,13500000,5500000,25500000,5400000,Onaylandı,2025-10-11
2477,842,2,Lisans Mezunu,Evet,8700000,26400000,2,778,8500000,2400000,28800000,10300000,Onaylandı,2024-07-06
2478,662,4,Lisans Mezunu,Evet,7300000,17200000,18,831,18500000,4300000,23000000,5200000,Onaylandı,2024-04-04
2479,810,5,Lisans Mezunu,Hayır,7400000,27100000,4,320,19800000,14600000,25200000,9400000,Onaylandı,2025-07-12
2480,352,2,Lisans Mezunu,Hayır,2700000,9300000,16,656,7700000,2500000,6400000,3600000,Onaylandı,2025-02-18
2481,12,3,Lisans Mezunu,Hayır,3400000,8900000,6,896,4200000,4800000,10200000,4200000,Onaylandı,2025-03-22
2482,360,3,Lise Mezunu,Evet,2100000,7400000,4,320,3300000,2700000,6300000,2200000,Onaylandı,2024-03-19
2483,598,2,Lise Mezunu,Hayır,3100000,10500000,10,751,5500000,5900000,9000000,1600000,Onaylandı,2024-12-08
2484,94,5,Lise Mezunu,Hayır,4700000,17400000,2,523,10600000,7000000,10900000,5200000,Onaylandı,2025-09-22
2485,814,5,Lisans Mezunu,Hayır,3100000,10500000,6,584,7700000,2100000,10900000,2900000,Onaylandı,2024-01-21
2486,482,2,Lise Mezunu,Hayır,5700000,20400000,2,630,3000000,3100000,22600000,2900000,Onaylandı,2024-03-31
2487,218,3,Lisans Mezunu,Evet,2300000,8000000,14,472,4400000,3300000,7700000,1800000,Reddedildi,2025-07-19
2488,672,0,Lise Mezunu,Evet,6600000,18500000,16,802,14600000,1100000,21800000,9700000,Onaylandı,2024-02-15
2489,80,2,Lisans Mezunu,Evet,2700000,6400000,18,547,5000000,1700000,9200000,1700000,Reddedildi,2024-06-17
2490,983,1,Lise Mezunu,Evet,800000,2800000,16,726,2000000,1300000,3100000,1200000,Onaylandı,2024-08-30
2491,305,1,Lisans Mezunu,Hayır,6600000,18500000,8,712,2300000,3200000,24400000,7600000,Onaylandı,2025-10-07
2492,743,3,Lisans Mezunu,Hayır,3900000,10700000,6,790,10600000,1900000,12500000,2700000,Onaylandı,2025-06-23
2493,586,5,Lise Mezunu,Hayır,200000,600000,16,396,0,0,500000,200000,Reddedildi,2025-08-14
2494,571,3,Lisans Mezunu,Hayır,2000000,4200000,6,831,1300000,1700000,6900000,1200000,Onaylandı,2024-11-03
2495,230,2,Lisans Mezunu,Evet,9100000,20900000,20,632,4200000,400000,30000000,13200000,Onaylandı,2025-08-08
